Kode Astra,Nama Barang,Harga Beli,Harga Jual
91071MY1005,"BRG,NDL.17X24X17",99450.00,117000.00
91071MY1006,91071MY1005,60775.00,71500.00
91072K64N01,"BEARING, NEEDLE, 22X29X30",0.00,0.00
91072KT7003,NEEDLE BRG LBL,89250.00,105000.00
91072KYJ711,"BEARING, NEEDLE, 22X29X30(NRB)",30600.00,36000.00
91072KZ3861,"BEARING, NEEDLE THRUST",0.00,0.00
91072MR7003,BRG BALL RADIAL 20X37X9,90950.00,107000.00
91072MY1005,BRG NDL.20X26X20 LBL,138125.00,162500.00
91074MBR722,BEARING SPHERICAL 10,236725.00,278500.00
91077GS2702,NEEDLE BRG,157250.00,185000.00
91080MLNEC0,RIVET 4.0MM,0.00,0.00
91101121691,NEEDLE BRG,45050.00,53000.00
91101179710,"ROLLER,10X10 /M",20825.00,24500.00
91101377000,RLLR 10.2X11.5,19975.00,23500.00
91101GB2000,"ROLLER, 5X8",4675.00,5500.00
91101GB2001,91101GB2000,3825.00,4500.00
91101GF6003,"BEARING,CONN ROD LBL",116875.00,137500.00
91101HA2300,"PIN,SOLID 4X20",10200.00,12000.00
91101K0HJ00,"ROLLER,6X50",65875.00,77500.00
91101MFJD01,"BEARING, NEEDLE, 30X35X20 LBL",147900.00,174000.00
91101MFL881,"BEARING A, NEEDLE, 35X41X27.8 LBL",85850.00,101000.00
91101MJED02,"BEARING, NEEDLE, 30X35X20",161500.00,190000.00
91101MKRD11,BRG A NEEDLE 35X3,120275.00,141500.00
91101PZ9000,"BRG,12X16X10 LBL",82025.00,96500.00
91102179711,"ROLLER,5X11.8 /M",14875.00,17500.00
91102GE0003,BEARING BALL RADIAL 6204,34000.00,40000.00
91102GE1711,"BEARING, RADIAL BALL,6204 LBL",126225.00,148500.00
91102GF6003,"BEARING,CONN ROD LBL",167450.00,197000.00
91102KC6003,"ROLLER,4X14.8",19125.00,22500.00
91102KR0003,"BEARING, NEEDLE, 26X31X24(NTN) LBL",118575.00,139500.00
91102MEE003,"BEARING B, NEEDLE, 35X41X23.8",87550.00,103000.00
91102MFL881,"BEARING B, NEEDLE, 35X41X27.8 LBL",85850.00,101000.00
91102MKRD11,BRG B NEEDLE 35X3,120275.00,141500.00
91103GF6003,BEARING CONN ROD LBL,166175.00,195500.00
91103KC6003,"ROLLER,4X14.8 B",19125.00,22500.00
91103KT7000,PIN DOWEL 8X26.4,8500.00,10000.00
91103MFL881,"BEARING C, NEEDLE, 35X41X27.8 LBL",85850.00,101000.00
91103MKRD11,BRG C NEEDLE 35X3,120275.00,141500.00
91104K03H12,"ROLLER,5X8",1275.00,1500.00
91104KC6003,"ROLLER,4X14.8 C",19125.00,22500.00
91104KN7670,"BRG,BALL RADIAL 6204",101150.00,119000.00
91104PL9008,BRG NDL.26X31X22,119425.00,140500.00
91105K1AN01,"BRG,SHELL NDL 10X14X15",0.00,0.00
91105KSP910,9430108140,3400.00,4000.00
91105KTM970,ROLLER 4X23.8,10200.00,12000.00
91105KTW901,BRG NDL.14X22X20 18,186150.00,219000.00
91105KW3003,"RETAINER,CONN ROD",196775.00,231500.00
91105KYZ901,BEARING ROCKER ARM SHAFT,11900.00,14000.00
91105KZR601,BRG SHELL NDL 10X,27200.00,32000.00
91106KB4003,BEARING NEEDLE 15MM,158950.00,187000.00
91106MCF003,"BEARING, NEEDLE, 14X22X16 LBL",107950.00,127000.00
91107K0Z901,"BRG,NEEDLE 35X42X",127500.00,150000.00
91107KYJ902,"BRG,NDL 29X34X24",85000.00,100000.00
91108KYJ711,BRG NDL.14X20X12,34000.00,40000.00
91109GGCG01,BRG NEEDLE 20X29,25925.00,30500.00
91109K1GV01,"BEARING, NEEDLE, 20X29X15",31875.00,37500.00
91109K2SN01,"BRG,NEEDLE 20X29X18",22100.00,26000.00
91109KVY901,BRG NEEDLE,39950.00,47000.00
91109KVY902,91109KVY901,60775.00,71500.00
91111K15900,"ROLLER,6X15",3825.00,4500.00
91111KPHC00,ROLLER 4X10.8,0.00,0.00
91111KW7900,ROLLER 4X10.8,45050.00,53000.00
91111MKGL31,BRG (NEEDLE) 30X3,18700.00,22000.00
91111PJ2003,BRG NDL.30X35X17,22950.00,27000.00
91201030033,"OIL SEAL, 20X34X7",4250.00,5000.00
91201148003,OIL SEAL 12X22X5,0.00,0.00
91201148004,"OIL SEAL, 12X22X5",4250.00,5000.00
91201324023,"OIL SEAL, 6.5X14.5",26775.00,31500.00
91201427003,"OIL SEAL, 12X20X6",21675.00,25500.00
91201434003,OIL SEAL 14X20X3.2,2550.00,3000.00
91201434005,OIL SEAL 14X20X3.2,2550.00,3000.00
91201951003,"OIL SEAL,12X18X3",25075.00,29500.00
91201965000,OIL SEAL 12X22X5,37400.00,44000.00
91201GB4691,OIL SEAL,5100.00,12000.00
91201GBG900,"OIL SEAL, 30X42X4.5",10200.00,12000.00
91201GCC771,OIL SEAL,5525.00,6500.00
91201HA0003,OIL SEAL 13X28X7,50150.00,59000.00
91201HA8682,COVER SEAL 20X4,41650.00,49000.00
91201HM3A61,"OIL SEAL, 14X22X5(ARAI)",0.00,0.00
91201K04931,OIL SEAL 33X64X7,37400.00,44000.00
91201K35J01,OIL SEAL 20.8X32X6,27625.00,32500.00
91201K44V01,OIL SEAL,4250.00,8125.00
91201K50T01,"OIL SEAL,20.8X30.5X6",0.00,0.00
91201K53D01,OIL SEAL 25X35X5,14450.00,17000.00
91201K59A11,"OIL SEAL, 20.8X32X6",8925.00,10500.00
91201KCW851,OIL SEAL,7650.00,9000.00
91201KS6004,"OIL SEAL, 26X37X7(ARAI)",0.00,0.00
91201KWN902,OIL SEAL,7225.00,13000.00
91201KWZ902,"OIL SEAL,30X42X5",27200.00,32000.00
91201MGSD31,"OIL SEAL, 16X24X5",103700.00,122000.00
91201MV4003,OIL SEAL 12X26X7,45050.00,53000.00
91202198910,"OIL SEAL, 19X30X5",43350.00,51000.00
91202302010,"OIL SEAL,13.8 X 24 X 5",3527.50,8000.00
91202GB4692,OIL SEAL,3825.00,4500.00
91202GK4722,"OIL SEAL, 18.9X30X5",4250.00,5000.00
91202K0BT01,OIL SEAL 12X26X5 36X2,38250.00,45000.00
91202K0JN01,OIL SEAL,18700.00,24000.00
91202K1AN01,"OIL SEAL,19.5X31.5X6",0.00,0.00
91202K40F01,91202K97T01,0.00,0.00
91202K44V01,"OIL SEAL,20.8X52X6X7.5",0.00,0.00
91202K50T01,OIL SEAL 20.8X52X6X7.5,5492.50,6500.00
91202K95A41,"OIL SEAL, 39X56X7.5",0.00,0.00
91202K97T01,OIL SEAL 26X45X6 18,7225.00,8500.00
91202KCS920,OIL SEAL 6.5X14.5X7,3400.00,4000.00
91202KFL841,"OIL SEAL, 13.8X24X5",17850.00,21000.00
91202KJ9003,OIL SEAL,7225.00,8500.00
91202KRS971,"OIL SEAL, 13.8X24X5",4675.00,5500.00
91202KSP911,"OIL SEAL,12X18X4",5100.00,6000.00
91202KTW901,OIL SEAL 12X26X5 18,26350.00,31000.00
91202KVB901,OIL SEAL,8205.28,10000.00
91202KWN901,OIL SEAL,8925.00,12000.00
91202KWN902,91202KWN901,4675.00,5500.00
91202KWZ901,"OIL SEAL,24.8X34X8",11050.00,13000.00
91202MAL601,"DUST SEAL, 25X33X4",17850.00,21000.00
91202MKCA01,OIL SEAL 26X39X6,42500.00,50000.00
91202MKRD11,OIL SEAL 14X28X7,67575.00,79500.00
91202MR7003,"DUST SEAL, 28X37X4",42500.00,50000.00
91203436004,OIL SEAL,6375.00,7500.00
91203459771,OIL SEAL 27X37X7,7650.00,9000.00
91203750003,"OIL SEAL,12X18X4",53550.00,63000.00
91203GB5761,"OILSEAL,17X29X5",4250.00,7000.00
91203GC8003,OIL SEAL 24X31X3.5,66725.00,78500.00
91203HC4005,OIL SEAL 13X28X7,50150.00,59000.00
91203K1BT01,OIL SEAL 37X58X5,29750.00,35000.00
91203K1FV01,"OIL SEAL,24X31X3.5",0.00,0.00
91203K35J01,OIL SEAL 20X32X6,6375.00,10000.00
91203K35V01,OIL SEAL 24X31X3.5,5525.00,6500.00
91203K40F01,"OIL SEAL, 22X32X6(ARAI)",5525.00,6500.00
91203K50T01,"OIL SEAL, 20X32X6",0.00,0.00
91203K53D01,OIL SEAL 33X64X7,26350.00,31000.00
91203KA4771,"OIL SEAL, 14X22X5(NOK)",39100.00,46000.00
91203KK3830,"OIL SEAL, 14X22X5",22525.00,26500.00
91203KSP910,91203KSP911,10625.00,12500.00
91203KSP911,"OIL SEAL,14X22X5",5100.00,6000.00
91203KSVJ21,OIL SEAL 30X37X3.5,25500.00,30000.00
91203KWN902,OIL SEAL,5950.00,7000.00
91203MKCA01,OIL SEAL 32X48X8,102000.00,120000.00
91204259004,"OIL SEAL, 16X28X7",4675.00,5500.00
91204HP1601,OIL SEAL 10X21X5 24,45900.00,54000.00
91204K03H11,OIL SEAL 17X29X5 LL 6203UU,5525.00,6500.00
91204K35J01,OIL SEAL 34X52X7,37145.00,44000.00
91204K44V01,"OIL SEAL,29X44X7",0.00,0.00
91204K50T01,OIL SEAL,3825.00,5000.00
91204K53D01,OIL SEAL 34X52X5,14450.00,17000.00
91204K59A11,OIL SEAL,5100.00,9000.00
91204KK0003,"OILSL,12X18X5",44200.00,52000.00
91204KPH901,"OIL SEAL, 17X30X5",11475.00,13500.00
91204KPH902,OIL SEAL 17X30X5 X37X20,8500.00,10000.00
91204KSE671,"OIL SEAL,10X17X3",39950.00,47000.00
91204KSP911,"OIL SEAL,16X28X7",7650.00,9000.00
91204KWB601,"OIL SEAL, 17X29X5",4675.00,5500.00
91204KWN900,91204KWN901,18275.00,21500.00
91204KWN901,OIL SEAL,6375.00,7500.00
91204MC7003,"OIL SEAL, 16X28X7",12325.00,14500.00
91205350003,"OIL SEAL, 6X25X6",34850.00,41000.00
91205965003,"OILSL,22X31X5",42500.00,50000.00
91205HB2772,91202KFL841,17000.00,20000.00
91205K1BT21,OIL SEAL 36X52X7,20400.00,24000.00
91205K64N01,"OIL SEAL, 34X52X7.5",42075.00,49500.00
91205KF0003,"OIL SEAL,12X20X5",5950.00,7000.00
91205KF0005,91205KF0003,4675.00,5500.00
91205KZR601,OIL SEAL 12X24X5,17850.00,21000.00
91205MEB671,"OIL SEAL, 12X18X3(ARAI)",0.00,0.00
91206286014,"OIL SEAL, 14x28x7",3570.00,4200.00
91206968003,"DUST SEAL, 17X23X3(NOK)",34000.00,40000.00
91206K95A21,"OIL SEAL, 24X36X7",0.00,0.00
91207K95A21,"OIL SEAL, 31X45X7",0.00,0.00
91207KT8003,"OIL SEAL, 34X62X8",82875.00,97500.00
91207KYJ711,OIL SEAL 22X36X5,16150.00,19000.00
91207KYJ901,"OIL SEAL,22X36X5",22950.00,27000.00
91207MAL601,"OIL SEAL, 40X62X8.4",51000.00,60000.00
91207MAT003,"OIL SEAL, 45X72X8",94350.00,111000.00
91207MBB003,OIL SEAL 39X72X8,94350.00,111000.00
91207MBB013,OIL SEAL 39X72X8,88400.00,104000.00
91207ML3871,"OIL SEAL, 31X40X7(ARAI)",0.00,0.00
91208689005,OIL SEAL 8X16X6,46750.00,55000.00
91208KB4671,"OIL SEAL, 11.6X24X10",18700.00,22000.00
91208KPH901,"OIL SEAL, 11. 6X24X10",21250.00,25000.00
91208KWB601,"OIL SEAL, 11.6X22X7",4250.00,5000.00
91208MS2611,OIL SEAL 8X16X6,35275.00,41500.00
91208PF5005,"DUST SEAL, 20X25X4(NOK)",49300.00,58000.00
91209612000,91209612003,47600.00,56000.00
91209612003,"OIL SEAL, 12X22X7",51850.00,61000.00
91209KWC901,OIL SEAL 12X22X7,2125.00,2500.00
91211GFC771,OIL SEAL 34X39X3,8500.00,10000.00
91211GK8013,OIL SEAL,8925.00,10500.00
91211K0PD02,91211K1GV01,0.00,0.00
91211K1AN01,"OIL, SEAL 16X26X6",4675.00,5500.00
91211K1GV01,"SEAL,DRIVEN FACE 34X39X3",7650.00,9000.00
91211K44V01,SEAL DRIVEN FACE 34X41X4,12325.00,14500.00
91211K53D01,SEAL DRIVEN FACE,26350.00,31000.00
91211K81N01,SEAL DRIVEN FACE,9775.00,11500.00
91211K97T01,91211KN7671,8925.00,10500.00
91211KM1005,SEAL DRIVE.FACE,17000.00,20000.00
91211KN7671,SEAL DRIVEN FACE,9775.00,15000.00
91211PE9003,"OIL SEAL, 16X26X6",5950.00,7000.00
91211PE9005,91211K1AN01,0.00,0.00
91212422006,"O-RING,14.8X2.4",23375.00,27500.00
91212422007,O RING,5525.00,6500.00
91212K1GV01,"SEAL, 20X29X3",5525.00,6500.00
91212K44V01,"OIL SEAL, 16X26X6",6375.00,7500.00
91213MB2003,"DUST SEAL,22X35X7",46750.00,55000.00
91213MB2006,"DUST SEAL,22X35X7",21250.00,25000.00
91214MAL601,DUST SEAL 23X35X5,42500.00,50000.00
91216KGH901,OIL SEAL 20X37X7,18700.00,22000.00
91216KGH902,OIL SEAL 20X34X7,7650.00,9000.00
91216KSP911,"OIL SEAL,20X34X7",7225.00,8500.00
91216PA0003,"OIL SEAL,22X35X7",39525.00,46500.00
91220K64N01,OIL SEAL 7X18X5,14875.00,17500.00
91251444000,DUST SEAL 15X20X2,31450.00,37000.00
91251GB4682,OIL SEAL 47X60X7,4675.00,5500.00
91251GN5901,"DUST SEAL,47X57X7",30600.00,36000.00
91251K35V01,DUST SEAL 21X37X7(ARAI),33150.00,39000.00
91251K40F01,DUST SEAL 21X37X7,0.00,0.00
91251KGH901,DUST SEAL 27X40X4.5,7225.00,8500.00
91251KGH902,"DUST SEAL,27X40X4.5",8500.00,10000.00
91251KPH881,DUST SEAL 27 X 40 X 4.5,9350.00,11000.00
91251KPH901,DUST SEAL 21 X 37 X 7,3910.00,4600.00
91251KSVJ11,DUST SEAL 34X46X8,30600.00,36000.00
91251KWB601,"DUST SEAL, 42X54X7",5610.00,6600.00
91251KZ4J21,"DUST SEAL, 32X43X7",0.00,0.00
91251KZR601,"DUST SEAL, 21X32X5",5610.00,6600.00
91251MFL003,DUST SEAL 35X56X7,87550.00,103000.00
91251MGPD61,"DUST SEAL, 35X56X7.5",92650.00,109000.00
91251MGSD31,"DUST SEAL, 30X50X7",138125.00,162500.00
91251MKAD81,SEAL DUST,90100.00,106000.00
91251MKEA01,"DUST SEAL, 30X37X3",0.00,0.00
91251MKFD41,DUST SEAL 40X63X7,140675.00,165500.00
91251MKLD81,SEAL DUST,51000.00,60000.00
91252030003,OIL SEAL 23x37x11,8925.00,10500.00
91252030003S,91252030003,9350.00,11000.00
91252147003,OIL SEAL 34X47X5,28050.00,33000.00
91252K35V01,DUST SEAL 25X40X5,31450.00,37000.00
91252KCY671,"OIL SEAL, 25X40X7",13175.00,15500.00
91252KGH901,"DUST SEAL, 23X37X7",6545.00,7700.00
91252KGH902,"DUST SEAL, 23X37X7",8925.00,10500.00
91252KPH881,"DUST SEAL, 21 X 37 X 7",13175.00,15500.00
91252KZR601,"DUST SEAL, 25X40X5",8075.00,9500.00
91252MAS003,"DUST SEAL, 30X56X7.5",82875.00,97500.00
91252MC4013,"OIL SEAL, 28X47.2X7(ARAI)",82875.00,97500.00
91252MC7003,"DUST SEAL,22X42X7",43350.00,51000.00
91252MCF003,"DUST SEAL, 32X45X5",65025.00,76500.00
91252MFL003,"DUST SEAL, 35X57X7.5",87550.00,103000.00
91252MKFD41,DUST SEAL 36X52X7,88400.00,104000.00
91253033003,OIL SEAL 25X47X6.5,41650.00,49000.00
91253442003,"DUST SEAL, 30X52X7",118575.00,139500.00
91253443761,"DUST SEAL,30X47X8",122825.00,144500.00
91253443762,"DUST SEAL,30X47X8",87550.00,103000.00
91253HL1A01,OIL SEAL 22X30X5,70975.00,83500.00
91253K35V01,DUST SEAL 25X35X6,29750.00,35000.00
91253KSP901,OIL SEAL 30X47X8,9350.00,11000.00
91253KZ3861,"DUST SEAL, 30X37X4",59075.00,69500.00
91253KZJ901,"OIL SEAL, 25X47X6.5(ARAI)",83725.00,98500.00
91253KZR601,"DUST SEAL, 25X35X6",8925.00,10500.00
91253MAE003,"DUST SEAL, 30X47X7.5",81175.00,95500.00
91253MCF003,"DUST SEAL, 32X42X6",61625.00,72500.00
91253MFL003,"DUST SEAL, 31X47X7",82025.00,96500.00
91254792003,"OIL SEAL,8X16X6",33150.00,39000.00
91254GAA003,DUST SEAL FR FORK,18275.00,21500.00
91254GBF831,"SEAL, DUST",51000.00,60000.00
91254GN1013,SEAL DUST,10200.00,12000.00
91254KA3832,DUST SEAL 22X50X5,11475.00,13500.00
91254KAE731,"SEAL, DUST",121125.00,142500.00
91254KAZ003,SEAL DUST,39950.00,47000.00
91254KC5003,DUST SEAL FR FORK,14875.00,17500.00
91254KEJ900,DUST SEAL FR FORK,17425.00,20500.00
91254KRFH71,"SEAL, DUST",66300.00,78000.00
91254KS6003,DUST SEAL 20x26x4.5,59925.00,70500.00
91254KS6005,DUST SEAL 20X26X4.5,7225.00,8500.00
91254KYY931,"SEAL,DUST",7650.00,9000.00
91254KZ3003,SEAL DUST,105400.00,124000.00
91254MBR003,DUST SEAL 16X26X2.5,65025.00,76500.00
91254MEED01,"SEAL, DUST",85850.00,101000.00
91254MEJ003,"SEAL, DUST",133875.00,157500.00
91254MEJ013,SEAL DUST,130475.00,153500.00
91254MJCA01,DUST SEAL 35X52X7,96900.00,114000.00
91254MKCA01,OIL SEAL 42X76X8 10,130475.00,153500.00
91254ML3791,SEAL DUST,62900.00,74000.00
91254MLCD01,SEAL DUST,139400.00,164000.00
91255KGH901,OIL SEAL,14437.41,18000.00
91255KL8901,SEAL OIL 33X46X11,89250.00,105000.00
91255KVB902,OIL SEAL,6460.00,7500.00
91255KVB90Z,OIL SEAL 29X44X7,5950.00,7000.00
91255KWZ901,SEAL OIL (26X37X10.5),28050.00,33000.00
91256096651,"OIL SEAL,4.8X14.5",6800.00,8000.00
91256166003,"O-RING,FR FORK",38250.00,45000.00
91256383721,"O-RING,178X24",17425.00,20500.00
91256KCY671,O RING 23.5X2.0,0.00,0.00
91256KK3840,"O-RING, 12X1,5",19975.00,23500.00
91256ML3841,O-RING 13.5X1.5,0.00,0.00
91257230003,"OIL SEAL, 28X42X7",34000.00,40000.00
91257230003S,SDD 28X42X7,7650.00,9000.00
91257230004,91257230003,3825.00,4500.00
91257230005,"OIL SEAL,28x42x7",4250.00,5000.00
91257MAY003,DUST SEAL 28X42X8,69275.00,81500.00
91258410006S,SDO 40X50X5,9775.00,11500.00
91258410014,"DUST,SEAL 40X50X5",4675.00,5500.00
91258GF4003,O RING 42.2X2.4,42500.00,50000.00
91258HB3003,DUST SEAL 37X25X6,13600.00,16000.00
91258KGH902,"DUST SEAL,40X50X5",11050.00,13000.00
91258KM1004,SEAL SPEEDOMETER GEAR BOX,9350.00,11000.00
91258KZ3B01,0 RING 18.8X1.9,0.00,0.00
91258MEED01,O RING 39.7X2.4,11050.00,13000.00
91258MGPD01,O RING 39.5X1.8,45050.00,53000.00
91258MJCA01,O RING 37.55X1.78,45050.00,53000.00
91259KM1003,SEAL 25X47X5,16150.00,19000.00
9125AKCJ650,"DUST SEAL,23X37X7",4250.00,5000.00
91262KV3831,"DUST SEAL,17X24X5",11050.00,13000.00
91262KV3832,91262KV3831,0.00,0.00
91265MCA003,OIL SEAL 110X125X7,226100.00,266000.00
91283ML7003,DUST SEAL 22X29X4,58225.00,68500.00
91301027000,"O-RING,6.8X1.9",10200.00,12000.00
91301035003,"O-RING,107X2 /K",19550.00,23000.00
91301053000,O RING 7.5X1.5,510.00,600.00
91301107000,91301107001,17000.00,20000.00
91301107001,O RING 7.5X2.5,2550.00,3000.00
91301200000,"O-RING,10X1.6",19125.00,22500.00
91301GF6003,91301GF6004,20400.00,24000.00
91301GF6004,O RING 14.5 MM,3825.00,4500.00
91301GGLJ01,"O-RING, 6.3X2.2",17000.00,20000.00
91301GGLJ02,"O-RING 6,3X2,2",2975.00,3500.00
91301GK4871,O-RING 27X2.0,5950.00,7000.00
91301GR0004,"O-RING,15.2X1.5",850.00,1000.00
91301HP2671,O-RING 21X2.4,11050.00,13000.00
91301K04930,O-RING 16.5X1.5,8500.00,10000.00
91301K0JN00,"O-RING,6.8X2.0",850.00,1000.00
91301K1BT00,O-RING INLET PIPE,8500.00,10000.00
91301K44V00,"O-RING, 61X2",2125.00,2500.00
91301K56N00,"O-RING, IN. PIPE",4250.00,5000.00
91301K73V81,O-RING 74.5X2.5,6800.00,8000.00
91301K95A21,"O-RING, PLUG HOLE",0.00,0.00
91301KFN900,"O-RING,75X2.5",2125.00,2500.00
91301KPH701,O-RING 7.3X3.2,17850.00,21000.00
91301KRJ901,"O-RING,29X2",4250.00,5000.00
91301KRJ902,91301KRJ901,3400.00,4000.00
91301KV7671,"O-RING,14.8X1.9",19975.00,23500.00
91301KVB900,O-RING,850.00,1000.00
91301KYJ710,"O-RING,11.8X1.9",8500.00,10000.00
91301KYJ901,"O-RING,11.8X1.9",8500.00,10000.00
91301KZ3711,O-RING 3.5X1.5,0.00,0.00
91301MEE003,"O-RING, 32X1.7",19975.00,23500.00
91301MEH003,"O-RING, 13X1.5",19975.00,23500.00
91301MEL003,"O-RING, 44.3X2.5",49300.00,58000.00
91301MFJD00,O-RING 40X2.5 .5,51000.00,60000.00
91301MFL000,"O-RING, 34X2",25925.00,30500.00
91301MGSD30,"O-RING, 48X2.6",29750.00,35000.00
91301MJHY00,"O-RING, 22.6X2",24225.00,28500.00
91301MJPG81,"O-RING, CONTROL MOTOR",29750.00,35000.00
91301MKPT01,O-RING,48450.00,57000.00
91301MKSE00,"O-RING, 49.3X2.5",63325.00,74500.00
91301ML0781,"X-RING, 10.5X6.5",6375.00,7500.00
91301ML7003,"O-RING, 48.1X3.6(ARAI)",17000.00,20000.00
91301MY9003,"O-RING, 15X2.5",20825.00,24500.00
91301P7A004,O RING,39100.00,46000.00
91301P7X003,O-RING 19.20X1.90,21675.00,25500.00
91301PC0003,"O-RING, 13.8X1.9",13600.00,16000.00
91301PC9003,O RING 7.7X2.3,20825.00,24500.00
91301PH8005,91301K73V81,5950.00,7000.00
91301PLC000,O-RING (7.47 X 3.6),23375.00,27500.00
91301PWR003,O-RING 16.7X1.9,18275.00,21500.00
91301ZM0V31,O RING 6.8X1.9,18700.00,22000.00
91302001020,"O-RING, 30.8MM",1700.00,2000.00
91302001021,91302001020,2125.00,2500.00
91302317700,O-RING 54X2,8500.00,10000.00
91302377000,"O-RING, 15X2.5",46750.00,55000.00
91302K0G911,O-RING 39.8X2.2,8500.00,10000.00
91302K40F00,"O-RING, IN. PIPE",14875.00,17500.00
91302K64N00,O-RING 21X1 9,2295.00,2700.00
91302K64N01,O-RING 22X1.9,2295.00,2700.00
91302KEV900,91302001021,7225.00,8500.00
91302KVZ631,O-RING INLET PIPE,82025.00,96500.00
91302KWN900,"O-RING,34X2",4675.00,5500.00
91302KWN901,91302KWN900,0.00,0.00
91302KWZ901,"O-RING,18.5X1.9",3400.00,4000.00
91302KYJ710,O-RING 9.8X2.4,8500.00,10000.00
91302KYJ901,"O-RING,9.8X2.4",8500.00,10000.00
91302MAL601,"O-RING, 18.1X3.6",23375.00,27500.00
91302MB0013,"O-RING, 32.95X2.62(ARAI)",39100.00,46000.00
91302MGSD20,"O-RING, 35X2.2",23375.00,27500.00
91302MGSD30,O-RING 14.7X2.2 .5,17425.00,20500.00
91302MKEA70,O-RING 2.4X19,15725.00,18500.00
91302MKRD11,O-RING 36X2,24225.00,28500.00
91302PA9003,"O-RING, 39.8X2.2(ARAI)",37400.00,44000.00
91302PJ4004,"O-RING, 9.6X1.9(ARAI)",0.00,0.00
91302PL4003,O RING 41.8X2.2,36550.00,43000.00
91302PLC000,O-RING (7.85 X 3.53),19975.00,23500.00
91302PS5003,"O-RING, 33.6X2.2",29750.00,35000.00
91302RGC003,"O-RING, 35X2.2",29750.00,35000.00
91303001000,ORING 8MM,935.00,1100.00
91303001010,O-RING 8MM,425.00,500.00
91303107000,"O-RING,3.0X35",11475.00,13500.00
91303377000,91303377001,21675.00,25500.00
91303377001,O RING 13.8 X 2.5,1275.00,1500.00
91303GF6003,91303GF6004,19550.00,23000.00
91303GF6004,PACKING RUBBER 16 MM,3825.00,4500.00
91303K04930,O-RING 14.8X2.4,9350.00,11000.00
91303K0JN01,"O-RING,11.4X2.1",6375.00,7500.00
91303K0RV01,"O-RING, 31.2X2.4",2550.00,3000.00
91303K27V01,O-RING 14.8X2.4,9520.00,11200.00
91303KF0003,"O-RING,14.8X2.4",5950.00,7000.00
91303KK3830,91303KK3831,19125.00,22500.00
91303KK3831,O-RING 35X3,2125.00,2500.00
91303KRM840,"O-RING,13.8X2.5",1275.00,1500.00
91303MJ0003,"O-RING, 6.5X2.2(ARAI)",23375.00,27500.00
91303MKCA00,O-RING 14.8X2.4(F,32300.00,38000.00
91303MKHD21,O-RING B,23375.00,27500.00
91303MKRD11,O-RING 19X2,19125.00,22500.00
91303PA9004,O-RING,82025.00,96500.00
91303PC9004,O RING 104X2.2,66725.00,78500.00
91303PF4004,O-RING 110X2.2,0.00,0.00
91303PX4004,O-RING 114X2.2,70975.00,83500.00
91304704000,"O RING, 42M/M",25075.00,29500.00
91304GB1900,ORING 25 X 2.4,935.00,1100.00
91304HB3003,91304K84N01,6375.00,7500.00
91304HB3004,"O RING 33,5 X 3.0",7650.00,9000.00
91304HN8003,O-RING 17.4X2.9,25075.00,29500.00
91304K04930,O-RING 15.8X2.4,8500.00,10000.00
91304K0JN21,O-RING,16575.00,19500.00
91304K0LD01,"O-RING,11.4X2.1",8670.00,10200.00
91304K0RV00,"O-RING, 6.3X2.5",8670.00,10200.00
91304K1AN01,"O-RING,6.3X2.5",0.00,0.00
91304K1MT00,O-RING 31.5X2.4,11050.00,13000.00
91304K1NV01,O-RING,0.00,0.00
91304K84N01,"O-RING,33.5X3.0",6375.00,7500.00
91304KK3830,"O-RING,9.4X2.4",9775.00,11500.00
91304KPH700,"O-RING, 29 X 2.4",5525.00,6500.00
91304MCP900,"O-RING, 23X2.4",13600.00,16000.00
91304MN5003,91316PT6003,0.00,0.00
91304MN5004,O-RING 63X3,2125.00,2500.00
91304RE5003,O-RING SEAL,73525.00,86500.00
91305028158,91305028900,11900.00,14000.00
91305028159,O RING 9 X 1.6,850.00,1000.00
91305323000,"O-RING,5.8X1,9",14025.00,16500.00
91305384750,O-RING 25X3,34000.00,40000.00
91305422000,"O-RING,9.8X2.4",27625.00,32500.00
91305443740,"O-RING,39.5X5",17850.00,21000.00
91305GE1920,O-RING 9X1.8,20825.00,24500.00
91305HL4000,O-RING 15.8X2.4 9X2,24225.00,28500.00
91305K04930,O-RING 16.5X2.5,8500.00,10000.00
91305K0JN00,"O-RING,3.8X1.4",850.00,1000.00
91305K0ND00,O-RING 19.4X2.3,8500.00,10000.00
91305K26900,"O-RING, 8.8X1.9",8500.00,10000.00
91305K64N00,O-RING 13 8X1 9,3400.00,4000.00
91305KC1850,"O-RING, 16.5X2.5",20825.00,24500.00
91305KEH600,"O-RING, 39.5X5",5950.00,7000.00
91305KEH601,O-RING 39.5X5,82025.00,96500.00
91305KF0003,"O-RING,27X2",22525.00,26500.00
91305KK4003,"O,RING,16.5X2.5",20825.00,24500.00
91305KPH900,O RING 19.4X2.3,14025.00,16500.00
91305KRM840,"O-RING,31.7X2.4",1700.00,2000.00
91305MCJ751,"O-RING, 3.2X1.1",15725.00,18500.00
91305MGC003,O-RING 11.9X2.2,24225.00,28500.00
91305MN1670,O-RING 25X3,25075.00,29500.00
91305PE2003,O-RING 9.8X1.9,0.00,0.00
91305R7L003,O-RING 10.6X1.9,25075.00,29500.00
91306141000,GASKET RUBBER,21675.00,25500.00
91306425003,"O-RING,24.4 X 3.1",23375.00,27500.00
