Kode Barang,Stock Opname,HOT,SO,PO
13215MKCA01,0.00,0.00,0.00,0.00
13215MKFD41,0.00,0.00,0.00,0.00
13215ML7000,0.00,0.00,0.00,0.00
13215MM4000,0.00,0.00,0.00,0.00
13215PWA003,0.00,0.00,0.00,0.00
13215REAZ01,0.00,0.00,0.00,0.00
13216K1BT01,0.00,0.00,0.00,0.00
13216MFL003,0.00,0.00,0.00,0.00
13216MGZJ01,0.00,0.00,0.00,0.00
13216MJED01,0.00,0.00,0.00,0.00
13216MJPG51,0.00,0.00,0.00,0.00
13216MKCA01,0.00,0.00,0.00,0.00
13216MKFD41,0.00,0.00,0.00,0.00
13216MM4000,0.00,0.00,0.00,0.00
13216PWA003,0.00,0.00,0.00,0.00
13216REAZ01,0.00,0.00,0.00,0.00
13217K1BT01,0.00,0.00,0.00,0.00
13217MFL003,0.00,0.00,0.00,0.00
13217MGZJ01,0.00,0.00,0.00,0.00
13217MJED01,0.00,0.00,0.00,0.00
13217MJPG51,0.00,0.00,0.00,0.00
13217MKCA01,0.00,0.00,0.00,0.00
13217MKFD41,0.00,0.00,0.00,0.00
13217MM4000,0.00,0.00,0.00,0.00
13217PWA003,0.00,0.00,0.00,0.00
13218K1BT01,0.00,0.00,0.00,0.00
13218MFL003,0.00,0.00,0.00,0.00
13218MGZJ01,0.00,0.00,0.00,0.00
13218MJED01,0.00,0.00,0.00,0.00
13218MJPG51,0.00,0.00,0.00,0.00
13218MKCA01,0.00,0.00,0.00,0.00
13218MKFD41,0.00,0.00,0.00,0.00
13218MM4000,0.00,0.00,0.00,0.00
13218PWA003,0.00,0.00,0.00,0.00
13218REAZ01,0.00,0.00,0.00,0.00
13222MS2611,0.00,0.00,0.00,0.00
13223MS2611,0.00,0.00,0.00,0.00
13224K64N01,0.00,0.00,0.00,0.00
13224K64NA1,0.00,0.00,0.00,0.00
13224MFJD01,0.00,0.00,0.00,0.00
13224MS2611,0.00,0.00,0.00,0.00
13225K64N01,0.00,0.00,0.00,0.00
13225K64NA1,0.00,0.00,0.00,0.00
13225MFJD01,0.00,0.00,0.00,0.00
13225MS2611,0.00,0.00,0.00,0.00
13226K64N01,0.00,0.00,0.00,0.00
13226K64NA1,0.00,0.00,0.00,0.00
13226MFJD01,0.00,0.00,0.00,0.00
13226MS2611,0.00,0.00,0.00,0.00
13300K1BT00,0.00,0.00,0.00,0.00
13300K64N00,0.00,0.00,0.00,0.00
13300K64NA0,0.00,0.00,0.00,0.00
13300MGZD01,0.00,0.00,0.00,0.00
13300MJLD30,0.00,0.00,0.00,0.00
13300MJPG50,0.00,0.00,0.00,0.00
13300MJPG80,0.00,0.00,0.00,0.00
13300MKCA00,0.00,0.00,0.00,0.00
13300MKCA01,0.00,0.00,0.00,0.00
13300MKRD10,0.00,0.00,0.00,0.00
13300MKRD60,0.00,0.00,0.00,0.00
13300MKSE00,0.00,0.00,0.00,0.00
13300MKSE50,0.00,0.00,0.00,0.00
13300MKTD00,0.00,0.00,0.00,0.00
13300MLNE60,0.00,0.00,0.00,0.00
13310KTW900,0.00,0.00,0.00,0.00
13310MFLD22,0.00,0.00,0.00,0.00
13310MJED00,0.00,0.00,0.00,0.00
13310MKFD40,0.00,0.00,0.00,0.00
13310MKZJ00,0.00,0.00,0.00,0.00
13310MLBD00,0.00,0.00,0.00,0.00
13311KSP910,0.00,0.00,0.00,0.00
13312K33D01,0.00,0.00,0.00,0.00
13312KTW901,0.00,0.00,0.00,0.00
13312KWZ900,0.00,0.00,0.00,0.00
13312KYJ901,0.00,0.00,0.00,0.00
13312MJPG51,0.00,0.00,0.00,0.00
13312MKSE01,0.00,0.00,0.00,0.00
13312MN5003,0.00,0.00,0.00,0.00
13313K33D01,0.00,0.00,0.00,0.00
13313K64N01,0.00,0.00,0.00,0.00
13313K64NA1,0.00,0.00,0.00,0.00
13313KTW901,0.00,0.00,0.00,0.00
13313KYJ901,0.00,0.00,0.00,0.00
13313MCS003,0.00,0.00,0.00,0.00
13313MFJD01,0.00,0.00,0.00,0.00
13313MGSD31,0.00,0.00,0.00,0.00
13313MJPG51,0.00,0.00,0.00,0.00
13313MKCA01,0.00,0.00,0.00,0.00
13313MKSE01,0.00,0.00,0.00,0.00
13313MW0003,0.00,0.00,0.00,0.00
13314K33D01,0.00,0.00,0.00,0.00
13314K64N01,0.00,0.00,0.00,0.00
13314K64NA1,0.00,0.00,0.00,0.00
13314KTW901,0.00,0.00,0.00,0.00
13314KYJ901,0.00,0.00,0.00,0.00
13314MCS003,0.00,0.00,0.00,0.00
13314MFJD01,0.00,0.00,0.00,0.00
13314MFL003,0.00,0.00,0.00,0.00
13314MGSD31,0.00,0.00,0.00,0.00
13314MJPG51,0.00,0.00,0.00,0.00
13314MKCA01,0.00,0.00,0.00,0.00
13314MKRD11,0.00,0.00,0.00,0.00
13314MKSE01,0.00,0.00,0.00,0.00
13314MW0003,0.00,0.00,0.00,0.00
13315K33305,0.00,0.00,0.00,0.00
13315K64N01,0.00,0.00,0.00,0.00
13315K64NA1,0.00,0.00,0.00,0.00
13315KTW901,0.00,0.00,0.00,0.00
13315KYJ305,0.00,0.00,0.00,0.00
13315MCS003,0.00,0.00,0.00,0.00
13315MFJD01,0.00,0.00,0.00,0.00
13315MFL003,0.00,0.00,0.00,0.00
13315MGSD31,0.00,0.00,0.00,0.00
13315MJPG51,0.00,0.00,0.00,0.00
13315MKCA01,0.00,0.00,0.00,0.00
13315MKRD11,0.00,0.00,0.00,0.00
13315MKSE01,0.00,0.00,0.00,0.00
13315MW0003,0.00,0.00,0.00,0.00
13316K33305,0.00,0.00,0.00,0.00
13316K64N01,0.00,0.00,0.00,0.00
13316K64NA1,0.00,0.00,0.00,0.00
13316KTW901,0.00,0.00,0.00,0.00
13316KYJ305,0.00,0.00,0.00,0.00
13316MCS003,0.00,0.00,0.00,0.00
13316MFJD01,0.00,0.00,0.00,0.00
13316MFL003,0.00,0.00,0.00,0.00
13316MGSD31,0.00,0.00,0.00,0.00
13316MJPG51,0.00,0.00,0.00,0.00
13316MKCA01,0.00,0.00,0.00,0.00
13316MKRD11,0.00,0.00,0.00,0.00
13316MKSE01,0.00,0.00,0.00,0.00
13316MW0003,0.00,0.00,0.00,0.00
13317K33305,0.00,0.00,0.00,0.00
13317K64N01,0.00,0.00,0.00,0.00
13317K64NA1,0.00,0.00,0.00,0.00
13317KTW901,0.00,0.00,0.00,0.00
13317KYJ305,0.00,0.00,0.00,0.00
13317MCS003,0.00,0.00,0.00,0.00
13317MFJD01,0.00,0.00,0.00,0.00
13317MFL003,0.00,0.00,0.00,0.00
13317MGSD31,0.00,0.00,0.00,0.00
13317MKCA01,0.00,0.00,0.00,0.00
13317MKRD11,0.00,0.00,0.00,0.00
13317MW0003,0.00,0.00,0.00,0.00
13318K33305,0.00,0.00,0.00,0.00
13318KTW901,0.00,0.00,0.00,0.00
13318KYJ305,0.00,0.00,0.00,0.00
13318MFL003,0.00,0.00,0.00,0.00
13318MKRD11,0.00,0.00,0.00,0.00
13319KTW901,0.00,0.00,0.00,0.00
1331AK18900,0.00,0.00,0.00,0.00
1331AKYE900,0.00,0.00,0.00,0.00
13320MKCA00,0.00,0.00,0.00,0.00
13321KSP911,0.00,0.00,0.00,0.00
13322KTW901,0.00,0.00,0.00,0.00
13323K64N01,0.00,0.00,0.00,0.00
13323K64NA1,0.00,0.00,0.00,0.00
13323KTW901,0.00,0.00,0.00,0.00
13324K64N01,0.00,0.00,0.00,0.00
13324K64NA1,0.00,0.00,0.00,0.00
13324KTW901,0.00,0.00,0.00,0.00
13324MKRD11,0.00,0.00,0.00,0.00
13325K64N01,0.00,0.00,0.00,0.00
13325K64NA1,0.00,0.00,0.00,0.00
13325KTW901,0.00,0.00,0.00,0.00
13325MKRD11,0.00,0.00,0.00,0.00
13326K64N01,0.00,0.00,0.00,0.00
13326K64NA1,0.00,0.00,0.00,0.00
13326KTW901,0.00,0.00,0.00,0.00
13326MKRD11,0.00,0.00,0.00,0.00
13327K64N01,0.00,0.00,0.00,0.00
13327K64NA1,0.00,0.00,0.00,0.00
13327KTW901,0.00,0.00,0.00,0.00
13327MKRD11,0.00,0.00,0.00,0.00
13328KTW901,0.00,0.00,0.00,0.00
13328MKRD11,0.00,0.00,0.00,0.00
13329KTW901,0.00,0.00,0.00,0.00
133318A0000,0.00,0.00,0.00,0.00
13331MKRD11,0.00,0.00,0.00,0.00
13341MKCA00,0.00,0.00,0.00,0.00
13371KVB900,0.00,0.00,0.00,0.00
13380KCN300,0.00,0.00,0.00,0.00
13381446770,0.00,0.00,0.00,0.00
13400K15900,0.00,0.00,0.00,0.00
13400KPPT00,0.00,0.00,0.00,0.00
13400MJPG50,0.00,0.00,0.00,0.00
13400MKCA00,0.00,0.00,0.00,0.00
13410K1BT00,0.00,0.00,0.00,0.00
13410K2YA00,0.00,0.00,0.00,0.00
13410K33D00,0.00,0.00,0.00,0.00
13410K45NA0,0.00,0.00,0.00,0.00
13410K87A00,0.00,0.00,0.00,0.00
13410KYJ901,0.00,0.00,0.00,0.00
13410MJLD30,0.00,0.00,0.00,0.00
13410MKTD00,0.00,0.00,0.00,0.00
13411K95A20,0.00,0.00,0.00,0.00
13412K84N00,0.00,0.00,0.00,0.00
13412KSP910,0.00,0.00,0.00,0.00
13414MKRD11,0.00,0.00,0.00,0.00
13415MKRD11,0.00,0.00,0.00,0.00
13416MKRD11,0.00,0.00,0.00,0.00
13417K0ADB0,0.00,0.00,0.00,0.00
13417K33D00,0.00,0.00,0.00,0.00
13417K45NA0,0.00,0.00,0.00,0.00
13417KYJ900,0.00,0.00,0.00,0.00
13417MKRD11,0.00,0.00,0.00,0.00
13418MKRD11,0.00,0.00,0.00,0.00
13420K56N00,0.00,0.00,0.00,0.00
13420K64N00,0.00,0.00,0.00,0.00
13420K64NA0,0.00,0.00,0.00,0.00
13420KPP860,0.00,0.00,0.00,0.00
13420MGZD01,0.00,0.00,0.00,0.00
13420MJLD30,0.00,0.00,0.00,0.00
13420MJPDA0,0.00,0.00,0.00,0.00
13420MKGA00,0.00,0.00,0.00,0.00
13420MKKD00,0.00,0.00,0.00,0.00
13420MKSE00,0.00,0.00,0.00,0.00
13420MKTD00,0.00,0.00,0.00,0.00
13420MLBD00,0.00,0.00,0.00,0.00
13420MLNE00,0.00,0.00,0.00,0.00
13421K0ARB0,0.00,0.00,0.00,0.00
13421K95A20,0.00,0.00,0.00,0.00
13421KYJ900,0.00,0.00,0.00,0.00
13421MFL000,0.00,0.00,0.00,0.00
13421MKRD10,0.00,0.00,0.00,0.00
13422K45NA0,0.00,0.00,0.00,0.00
13422K64N00,0.00,0.00,0.00,0.00
13422K95A20,0.00,0.00,0.00,0.00
13422KPP860,0.00,0.00,0.00,0.00
13423K45NA0,0.00,0.00,0.00,0.00
13423KPP860,0.00,0.00,0.00,0.00
13424K45NA0,0.00,0.00,0.00,0.00
13424KPP860,0.00,0.00,0.00,0.00
13425K64NA1,0.00,0.00,0.00,0.00
13425KGH900,0.00,0.00,0.00,0.00
13425KGH901,0.00,0.00,0.00,0.00
13425KWC900,0.00,0.00,0.00,0.00
13425KWC901,0.00,0.00,0.00,0.00
13427KPP860,0.00,0.00,0.00,0.00
13430MFL000,0.00,0.00,0.00,0.00
13430MJPG50,0.00,0.00,0.00,0.00
13430MKKD00,0.00,0.00,0.00,0.00
13430MKRD10,0.00,0.00,0.00,0.00
13431MKSE00,0.00,0.00,0.00,0.00
13433MJPDA0,0.00,0.00,0.00,0.00
13433MKSE00,0.00,0.00,0.00,0.00
13435MFL000,0.00,0.00,0.00,0.00
13435MKRD10,0.00,0.00,0.00,0.00
13436MM5000,0.00,0.00,0.00,0.00
13438K64N00,0.00,0.00,0.00,0.00
13440MFL000,0.00,0.00,0.00,0.00
13440MKFD40,0.00,0.00,0.00,0.00
13440MKSE00,0.00,0.00,0.00,0.00
13440MLBD00,0.00,0.00,0.00,0.00
13442MLBD00,0.00,0.00,0.00,0.00
13445MJPG50,0.00,0.00,0.00,0.00
13446MJPG50,0.00,0.00,0.00,0.00
13446MKSE00,0.00,0.00,0.00,0.00
13447MJPG50,0.00,0.00,0.00,0.00
13459MKCA00,0.00,0.00,0.00,0.00
13481MGSD30,0.00,0.00,0.00,0.00
13481MJPG50,0.00,0.00,0.00,0.00
13491MJLD30,0.00,0.00,0.00,0.00
13538KGH900,0.00,0.00,0.00,0.00
13538KGH901,0.00,0.00,0.00,0.00
13541MKCA00,0.00,0.00,0.00,0.00
14100GB6911,0.00,0.00,0.00,0.00
14100GF6910,0.00,0.00,0.00,0.00
14100K03N30,0.00,0.00,0.00,0.00
14100K04930,0.00,0.00,0.00,0.00
14100K0JN00,0.00,0.00,0.00,0.00
14100K0SV00,0.00,0.00,0.00,0.00
14100K18900,0.00,0.00,0.00,0.00
14100K1MT00,0.00,0.00,0.00,0.00
14100K2AJ00,0.00,0.00,0.00,0.00
14100K35J00,0.00,0.00,0.00,0.00
14100K35J01,0.00,0.00,0.00,0.00
14100K3VN00,0.00,0.00,0.00,0.00
14100K50T00,0.00,0.00,0.00,0.00
14100K59A10,0.00,0.00,0.00,0.00
14100K73T30,0.00,0.00,0.00,0.00
14100K77V00,0.00,0.00,0.00,0.00
14100K84900,0.00,0.00,0.00,0.00
14100KCJ710,0.00,0.00,0.00,0.00
14100KEG000,0.00,0.00,0.00,0.00
14100KEH660,0.00,0.00,0.00,0.00
14100KEH900,0.00,0.00,0.00,0.00
14100KFM900,0.00,0.00,0.00,0.00
14100KGH901,0.00,0.00,0.00,0.00
14100KPH690,0.00,0.00,0.00,0.00
14100KPH900,0.00,0.00,0.00,0.00
14100KPK900,0.00,0.00,0.00,0.00
14100KSPB00,0.00,0.00,0.00,0.00
14100KVB900,0.00,0.00,0.00,0.00
14100KVY900,0.00,0.00,0.00,0.00
14100KWB920,0.00,0.00,0.00,0.00
14100KWN900,0.00,0.00,0.00,0.00
14100KWWA80,0.00,0.00,0.00,0.00
14100KWZ901,0.00,0.00,0.00,0.00
14100KYZ900,0.00,0.00,0.00,0.00
14100KYZ902,0.00,0.00,0.00,0.00
14100KZLA00,0.00,0.00,0.00,0.00
14100KZLC00,0.00,0.00,0.00,0.00
14100KZR600,0.00,0.00,0.00,0.00
14101GN5910,0.00,0.00,0.00,0.00
14101KPH880,0.00,0.00,0.00,0.00
14101KWWA81,0.00,0.00,0.00,0.00
14102KFM900,0.00,0.00,0.00,0.00
14102KVB900,0.00,0.00,0.00,0.00
14104GN5911,0.00,0.00,0.00,0.00
14106KVB900,0.00,0.00,0.00,0.00
14107KVB900,0.00,0.00,0.00,0.00
14108KVB900,0.00,0.00,0.00,0.00
14110K15900,0.00,0.00,0.00,0.00
14110K1TE10,0.00,0.00,0.00,0.00
14110K1TEB0,0.00,0.00,0.00,0.00
14110K33D00,0.00,0.00,0.00,0.00
14110K56N00,0.00,0.00,0.00,0.00
14110K64N00,0.00,0.00,0.00,0.00
14110K64NM0,0.00,0.00,0.00,0.00
14110K95A20,0.00,0.00,0.00,0.00
14110KPP900,0.00,0.00,0.00,0.00
14110KPP901,0.00,0.00,0.00,0.00
14110KYJ900,0.00,0.00,0.00,0.00
14110KZZD20,0.00,0.00,0.00,0.00
14110MGP000,0.00,0.00,0.00,0.00
14110MGSD30,0.00,0.00,0.00,0.00
14110MGZJ00,0.00,0.00,0.00,0.00
14110MJED00,0.00,0.00,0.00,0.00
14110MJED01,0.00,0.00,0.00,0.00
14110MJPG50,0.00,0.00,0.00,0.00
14110MJWDB0,0.00,0.00,0.00,0.00
14110MKCA00,0.00,0.00,0.00,0.00
14110MKFD40,0.00,0.00,0.00,0.00
14110MKGA00,0.00,0.00,0.00,0.00
14110MKND10,0.00,0.00,0.00,0.00
14110MKPD00,0.00,0.00,0.00,0.00
14110MKPDN0,0.00,0.00,0.00,0.00
14110MKRD10,0.00,0.00,0.00,0.00
14110MKSE00,0.00,0.00,0.00,0.00
14110MKTD00,0.00,0.00,0.00,0.00
14110MKZJ00,0.00,0.00,0.00,0.00
14110MLAA00,0.00,0.00,0.00,0.00
14110MLBD00,0.00,0.00,0.00,0.00
1411AK15900,0.00,0.00,0.00,0.00
14125KGH900,0.00,0.00,0.00,0.00
14125KPGT00,0.00,0.00,0.00,0.00
14125KPH900,0.00,0.00,0.00,0.00
14125KVY901,0.00,0.00,0.00,0.00
14126KGH901,0.00,0.00,0.00,0.00
14126KPGT00,0.00,0.00,0.00,0.00
14126KPH900,0.00,0.00,0.00,0.00
14126KPH901,0.00,0.00,0.00,0.00
14126KV2940,0.00,0.00,0.00,0.00
14150GN5911,0.00,0.00,0.00,0.00
14200K95A60,0.00,0.00,0.00,0.00
14205425300,0.00,0.00,0.00,0.00
14210K15900,0.00,0.00,0.00,0.00
14210K1TE10,0.00,0.00,0.00,0.00
14210K2YA00,0.00,0.00,0.00,0.00
14210K33D00,0.00,0.00,0.00,0.00
14210K56N00,0.00,0.00,0.00,0.00
14210K64N00,0.00,0.00,0.00,0.00
14210K64NM0,0.00,0.00,0.00,0.00
14210KPP900,0.00,0.00,0.00,0.00
14210KPP901,0.00,0.00,0.00,0.00
14210KYJ900,0.00,0.00,0.00,0.00
14210MGP000,0.00,0.00,0.00,0.00
14210MGZJ00,0.00,0.00,0.00,0.00
14210MJED00,0.00,0.00,0.00,0.00
14210MJED01,0.00,0.00,0.00,0.00
14210MKCA00,0.00,0.00,0.00,0.00
14210MKFD40,0.00,0.00,0.00,0.00
14210MKND10,0.00,0.00,0.00,0.00
14210MKPD00,0.00,0.00,0.00,0.00
14210MKPDN0,0.00,0.00,0.00,0.00
14210MKRD10,0.00,0.00,0.00,0.00
14210MKYD10,0.00,0.00,0.00,0.00
14210MKZJ00,0.00,0.00,0.00,0.00
1421AK15900,0.00,0.00,0.00,0.00
14311035000,0.00,0.00,0.00,0.00
14311K64N00,0.00,0.00,0.00,0.00
14311K95A20,0.00,0.00,0.00,0.00
14311KEV900,0.00,0.00,0.00,0.00
14311KFL851,0.00,0.00,0.00,0.00
14311KFL852,0.00,0.00,0.00,0.00
14311KJ2300,0.00,0.00,0.00,0.00
14311KN6931,0.00,0.00,0.00,0.00
14311KPH900,0.00,0.00,0.00,0.00
14311KPP900,0.00,0.00,0.00,0.00
14311KRM840,0.00,0.00,0.00,0.00
14311KWB601,0.00,0.00,0.00,0.00
14311KWS900,0.00,0.00,0.00,0.00
14311KYJ900,0.00,0.00,0.00,0.00
14311MGZJ00,0.00,0.00,0.00,0.00
14311MJPG50,0.00,0.00,0.00,0.00
14311MKCA00,0.00,0.00,0.00,0.00
14311MKSE00,0.00,0.00,0.00,0.00
14311MLBD00,0.00,0.00,0.00,0.00
14312K64N00,0.00,0.00,0.00,0.00
14312MEL000,0.00,0.00,0.00,0.00
14312MFL000,0.00,0.00,0.00,0.00
14312MJED00,0.00,0.00,0.00,0.00
14312MKND10,0.00,0.00,0.00,0.00
14313MKRD10,0.00,0.00,0.00,0.00
14315MKRD10,0.00,0.00,0.00,0.00
14316MKRD10,0.00,0.00,0.00,0.00
14321035700,0.00,0.00,0.00,0.00
14321440000,0.00,0.00,0.00,0.00
14321GB6910,0.00,0.00,0.00,0.00
14321GBG900,0.00,0.00,0.00,0.00
14321GBG901,0.00,0.00,0.00,0.00
14321K04930,0.00,0.00,0.00,0.00
14321K0JN00,0.00,0.00,0.00,0.00
14321K0RV00,0.00,0.00,0.00,0.00
14321K1BT00,0.00,0.00,0.00,0.00
14321K1BT20,0.00,0.00,0.00,0.00
14321K1MT00,0.00,0.00,0.00,0.00
14321K64N00,0.00,0.00,0.00,0.00
14321KEH901,0.00,0.00,0.00,0.00
14321KFL850,0.00,0.00,0.00,0.00
14321KFM900,0.00,0.00,0.00,0.00
14321KGH901,0.00,0.00,0.00,0.00
14321KN6930,0.00,0.00,0.00,0.00
14321KPH901,0.00,0.00,0.00,0.00
14321KPP901,0.00,0.00,0.00,0.00
14321KRM840,0.00,0.00,0.00,0.00
14321KVB900,0.00,0.00,0.00,0.00
14321KVY900,0.00,0.00,0.00,0.00
14321KWB600,0.00,0.00,0.00,0.00
14321KWN900,0.00,0.00,0.00,0.00
14321KWN901,0.00,0.00,0.00,0.00
14321KWW740,0.00,0.00,0.00,0.00
14321KYZ900,0.00,0.00,0.00,0.00
14321KZLE00,0.00,0.00,0.00,0.00
14321MEE000,0.00,0.00,0.00,0.00
14321MFL000,0.00,0.00,0.00,0.00
14321MGSD30,0.00,0.00,0.00,0.00
14321MJED00,0.00,0.00,0.00,0.00
14321MJED01,0.00,0.00,0.00,0.00
14321MJPG50,0.00,0.00,0.00,0.00
14321MJSJ20,0.00,0.00,0.00,0.00
14321MKCA00,0.00,0.00,0.00,0.00
14321MKND10,0.00,0.00,0.00,0.00
14321MKRD10,0.00,0.00,0.00,0.00
14321MKSE00,0.00,0.00,0.00,0.00
14321MLNE00,0.00,0.00,0.00,0.00
14331MKRD10,0.00,0.00,0.00,0.00
14401K15901,0.00,0.00,0.00,0.00
14401K18901,0.00,0.00,0.00,0.00
14401K1AN01,0.00,0.00,0.00,0.00
14401K1BT01,0.00,0.00,0.00,0.00
14401K1MT01,0.00,0.00,0.00,0.00
14401K1TE11,0.00,0.00,0.00,0.00
14401K26B01,0.00,0.00,0.00,0.00
14401K29V82,0.00,0.00,0.00,0.00
14401K44V81,0.00,0.00,0.00,0.00
14401K46N21,0.00,0.00,0.00,0.00
14401K56N01,0.00,0.00,0.00,0.00
14401K64N01,0.00,0.00,0.00,0.00
14401K73T31,0.00,0.00,0.00,0.00
14401K95A21,0.00,0.00,0.00,0.00
14401K97T01,0.00,0.00,0.00,0.00
14401KCJ710,0.00,0.00,0.00,0.00
14401KCJ911,0.00,0.00,0.00,0.00
14401KCW851,0.00,0.00,0.00,0.00
14401KEH910,0.00,0.00,0.00,0.00
14401KEH911,0.00,0.00,0.00,0.00
14401KFB751,0.00,0.00,0.00,0.00
14401KGH901,0.00,0.00,0.00,0.00
14401KN6932,0.00,0.00,0.00,0.00
14401KPH901,0.00,0.00,0.00,0.00
14401KPHC01,0.00,0.00,0.00,0.00
14401KPPT01,0.00,0.00,0.00,0.00
14401KSS931,0.00,0.00,0.00,0.00
14401KSS932,0.00,0.00,0.00,0.00
14401KVB901,0.00,0.00,0.00,0.00
14401KWB601,0.00,0.00,0.00,0.00
14401KWB920,0.00,0.00,0.00,0.00
14401KWB921,0.00,0.00,0.00,0.00
14401KYJ901,0.00,0.00,0.00,0.00
14401KYZ900,6.00,0.00,0.00,0.00
14401MEE003,0.00,0.00,0.00,0.00
14401MFL003,0.00,0.00,0.00,0.00
14401MGSD31,0.00,0.00,0.00,0.00
14401MGZJ01,0.00,0.00,0.00,0.00
14401MJED01,0.00,0.00,0.00,0.00
14401MJPG51,0.00,0.00,0.00,0.00
14401MKCA01,0.00,0.00,0.00,0.00
14401MKND11,0.00,0.00,0.00,0.00
14401MKRD11,0.00,0.00,0.00,0.00
14401MKSE01,0.00,0.00,0.00,0.00
14401MLBD01,0.00,0.00,0.00,0.00
14405MEE000,0.00,0.00,0.00,0.00
14405MFL000,0.00,0.00,0.00,0.00
14405MKCA00,0.00,0.00,0.00,0.00
14410HL4000,0.00,0.00,0.00,0.00
14410MKSE00,0.00,0.00,0.00,0.00
14411K95A40,0.00,0.00,0.00,0.00
14420HL4000,0.00,0.00,0.00,0.00
14420MKSE00,0.00,0.00,0.00,0.00
14421K95A40,0.00,0.00,0.00,0.00
14421MKRD10,0.00,0.00,0.00,0.00
14422MKRD10,0.00,0.00,0.00,0.00
14430K0ADB0,0.00,0.00,0.00,0.00
14430K0JN00,0.00,0.00,0.00,0.00
14430K0RV00,0.00,0.00,0.00,0.00
14430K1AN00,0.00,0.00,0.00,0.00
14430K1BT00,0.00,0.00,0.00,0.00
14430K1MT00,0.00,0.00,0.00,0.00
14430K33D00,0.00,0.00,0.00,0.00
14430K44V00,0.00,0.00,0.00,0.00
14430K56N00,0.00,0.00,0.00,0.00
14430K84N00,0.00,0.00,0.00,0.00
14430K93N00,0.00,0.00,0.00,0.00
14430KSP910,0.00,0.00,0.00,0.00
14430KVBS50,0.00,0.00,0.00,0.00
14430KWN900,0.00,0.00,0.00,0.00
14430KWR000,0.00,0.00,0.00,0.00
14430KYJ900,0.00,0.00,0.00,0.00
14430KYZ900,0.00,0.00,0.00,0.00
14430KZR600,0.00,0.00,0.00,0.00
14430MGZJ00,0.00,0.00,0.00,0.00
14431035020,0.00,0.00,0.00,0.00
14431198010,0.00,0.00,0.00,0.00
14431383000,0.00,0.00,0.00,0.00
14431383001,0.00,0.00,0.00,0.00
14431384000,0.00,0.00,0.00,0.00
14431GN5911,0.00,0.00,0.00,0.00
14431GN5912,0.00,0.00,0.00,0.00
14431KEH900,0.00,0.00,0.00,0.00
14431KGH900,0.00,0.00,0.00,0.00
1443AK25600,0.00,0.00,0.00,0.00
1443AKPH900,0.00,0.00,0.00,0.00
1443AKVB930,0.00,0.00,0.00,0.00
1443AKVY960,0.00,0.00,0.00,0.00
1443AKWB920,0.00,0.00,0.00,0.00
1443AKWC900,0.00,0.00,0.00,0.00
1443AKWWA80,0.00,0.00,0.00,0.00
1443AKYZ900,0.00,0.00,0.00,0.00
1443AKZLC30,0.00,0.00,0.00,0.00
1443AKZR600,0.00,0.00,0.00,0.00
1443BKYZ900,0.00,0.00,0.00,0.00
14440K0ADB0,0.00,0.00,0.00,0.00
14440K0JN00,0.00,0.00,0.00,0.00
14440K0RV00,0.00,0.00,0.00,0.00
14440K1AN00,0.00,0.00,0.00,0.00
14440K1BT00,0.00,0.00,0.00,0.00
14440K1MT00,0.00,0.00,0.00,0.00
14440K33D00,0.00,0.00,0.00,0.00
14440K44V00,0.00,0.00,0.00,0.00
14440K56N00,0.00,0.00,0.00,0.00
14440K93N00,0.00,0.00,0.00,0.00
14440KVBS50,0.00,0.00,0.00,0.00
14440KWN900,0.00,0.00,0.00,0.00
14440KWR000,0.00,0.00,0.00,0.00
14440KYJ900,0.00,0.00,0.00,0.00
14440KYZ901,0.00,0.00,0.00,0.00
14440KZR600,0.00,0.00,0.00,0.00
14440MGZJ00,0.00,0.00,0.00,0.00
1444AK25600,0.00,0.00,0.00,0.00
1444AKVB930,0.00,0.00,0.00,0.00
1444AKVY960,0.00,0.00,0.00,0.00
1444AKWB920,0.00,0.00,0.00,0.00
1444AKZLC30,0.00,0.00,0.00,0.00
1444AKZLC31,0.00,0.00,0.00,0.00
1444AKZR600,0.00,0.00,0.00,0.00
14451035000,0.00,0.00,0.00,0.00
14451035001,0.00,0.00,0.00,0.00
14451437000,0.00,0.00,0.00,0.00
14451437001,0.00,0.00,0.00,0.00
14451HL4000,0.00,0.00,0.00,0.00
14451K0JN00,0.00,0.00,0.00,0.00
14451K0RV00,0.00,0.00,0.00,0.00
14451K1BT00,0.00,0.00,0.00,0.00
14451K1MT00,0.00,0.00,0.00,0.00
14451K56N00,0.00,0.00,0.00,0.00
14451K95A20,0.00,0.00,0.00,0.00
14451KGH901,0.00,0.00,0.00,0.00
14451KPH900,0.00,0.00,0.00,0.00
14451KRM840,0.00,0.00,0.00,0.00
14451KTC900,0.00,0.00,0.00,0.00
14451KVB900,0.00,0.00,0.00,0.00
14451KVBS50,0.00,0.00,0.00,0.00
14451KVS740,0.00,0.00,0.00,0.00
14451KVY900,0.00,0.00,0.00,0.00
14451KVZ630,0.00,0.00,0.00,0.00
14451KWB600,0.00,0.00,0.00,0.00
14451KWN900,0.00,0.00,0.00,0.00
14451KYJ900,0.00,0.00,0.00,0.00
14451KYY900,0.00,0.00,0.00,0.00
14451KZR600,0.00,0.00,0.00,0.00
14451MGZJ00,0.00,0.00,0.00,0.00
14451MKCA00,0.00,0.00,0.00,0.00
14451MKPK00,0.00,0.00,0.00,0.00
